File,Line,Column,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint
/home/capstone/Desktop/root/cron-3.0pl1/database.c,334,21,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"		if ((crontab_fd = open(tabname, O_RDONLY|O_NOFOLLOW, 0)) < OK) {",d9f7774ee88e5a85cbfb3fd7bca7bba564fc827c078892894444866a632ebb01
/home/capstone/Desktop/root/cron-3.0pl1/database.c,385,21,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"		if ((crontab_fd = open(tabname, O_RDONLY, 0)) < OK) {",e6776e5a58c6cdc3d0692c32c84dfa484da501d2540e5e71057aa93558be4d6a
/home/capstone/Desktop/root/cron-3.0pl1/do_command.c,190,16,2,tmpfile,tmpfile,"Function tmpfile() has a security flaw on some systems (e.g., older System V systems) (CWE-377)",,,CWE-377,	if ((tmpout = tmpfile()) == NULL) {,bc59d7cd0c7ff73a54a2edb14e6bd5448d778362e8f25e4b27b261cd6469e787
/home/capstone/Desktop/root/cron-3.0pl1/do_command.c,305,4,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,			char msg[256];,328b4022906af0cf292768241851035f7b1595a1963f69bf08075cc4ad08c78c
/home/capstone/Desktop/root/cron-3.0pl1/do_command.c,313,4,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,			char msg[256];,328b4022906af0cf292768241851035f7b1595a1963f69bf08075cc4ad08c78c
/home/capstone/Desktop/root/cron-3.0pl1/do_command.c,321,4,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,			char msg[256];,328b4022906af0cf292768241851035f7b1595a1963f69bf08075cc4ad08c78c
/home/capstone/Desktop/root/cron-3.0pl1/do_command.c,372,4,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,			char logcmd[MAX_COMMAND + 8];,db10d76e1cceadf33bc0429793868ecd6ff0bff1fc92580710314ba775faef7d
/home/capstone/Desktop/root/cron-3.0pl1/do_command.c,465,3,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,		char		msg[256];,89401707025bded49dd9c7777b4ae4b350300842199e747b717572f12a7727c8
/home/capstone/Desktop/root/cron-3.0pl1/do_command.c,534,7,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	auto char	mailcmd[MAX_COMMAND];,24f33978bc158f7618abd75c079ea5e3fc688d8142be09a669b3002a61d5d7f6
/home/capstone/Desktop/root/cron-3.0pl1/do_command.c,535,7,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	auto char	hostname[MAXHOSTNAMELEN];,2e417d4d60b92e5eddb5703ca39776c64ad348ea791a111089b4e98d190b83b2
/home/capstone/Desktop/root/cron-3.0pl1/do_command.c,599,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	char buf[4096];,a389579473b54dc7c8589adb0f5b910e8b3913fd32e00187ed9e10200a097378
/home/capstone/Desktop/root/cron-3.0pl1/do_command.c,625,3,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,		char buf[MAX_TEMPSTR];,4129b1091bd03a4094c1dfb36480a312b0219a2d3c5cafa844a506f7887176f9
/home/capstone/Desktop/root/cron-3.0pl1/do_command.c,643,4,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,			char logcmd[MAX_COMMAND + 8];,db10d76e1cceadf33bc0429793868ecd6ff0bff1fc92580710314ba775faef7d
/home/capstone/Desktop/root/cron-3.0pl1/entry.c,93,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	char	cmd[MAX_COMMAND];,9f8209f7d33841dedd48ea96c138eb51bf21b499905ed2598a36f8a758c1b144
/home/capstone/Desktop/root/cron-3.0pl1/entry.c,94,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	char	envstr[MAX_ENVSTR];,ca8c6736b8c4296a30150cfbc0506442029041cd8c56f876cc47bf9d76c04daa
/home/capstone/Desktop/root/cron-3.0pl1/entry.c,532,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,"	char	temp[MAX_TEMPSTR], *pc;",e26731b4954c2076eff2f670cd1fdd0fc74f25d79213cf8d7e7ab71a2f540aa5
/home/capstone/Desktop/root/cron-3.0pl1/entry.c,575,13,2,integer,atoi,"Unless checked, the resulting number can exceed the expected range (CWE-190)","If source untrusted, check both minimum and maximum, even if the input had no minus sign (large numbers can roll over into negative number; consider saving to an unsigned value if that is intended)",,CWE-190,		*numptr = atoi(temp);,f1a4e6e9e6d3367f8978f410cd9cfeeb20608ee9efb19058dda03891dde5efd0
/home/capstone/Desktop/root/cron-3.0pl1/env.c,155,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,"	char name[MAX_ENVSTR], val[MAX_ENVSTR];",35b458fe99e0736b26543ac2cdd4cdce3a02abbd96c05c8fef06556a2dad3864
/home/capstone/Desktop/root/cron-3.0pl1/externs.h,27,8,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,extern char *tzname[2];,90e8f443b4404910895297ce90e42eedd8e6ef3ed7aa365a7b1a17508ddaf5fb
/home/capstone/Desktop/root/cron-3.0pl1/externs.h,150,15,2,race,vfork,"On some old systems, vfork() permits race conditions, and it's very difficult to use correctly (CWE-362)",Use fork() instead,,CWE-362,extern	PID_T		vfork __P((void));,8b937b6ad4177ae16e0317f75a2bfba31464c9f676c590ece0bbec9b3769e53f
/home/capstone/Desktop/root/cron-3.0pl1/misc.c,295,3,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,		char	pidfile[MAX_FNAME];,058b21923853311567f0c729449aa23145d26120d5029ecbad3723f5f8f97f85
/home/capstone/Desktop/root/cron-3.0pl1/misc.c,296,3,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,		char	buf[MAX_TEMPSTR];,f64546db5e97cfee227f249ec7fbf0811b582b5f956b9941f1a64c3d77ec2b20
/home/capstone/Desktop/root/cron-3.0pl1/misc.c,300,20,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"		if ((-1 == (fd = open(pidfile, O_RDWR|O_CREAT, 0644)))",2727d278d764c694f2205b2f2046bdb17c728ae0bba1133b0857e8df9a16f6e7
/home/capstone/Desktop/root/cron-3.0pl1/misc.c,441,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	char line[MAX_TEMPSTR];,9454b71c8cf346c5b4d91106167978c09d81c7bb2a7ce3abe94feb0f8c2fc082
/home/capstone/Desktop/root/cron-3.0pl1/misc.c,479,11,2,misc,fopen,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"		allow = fopen(ALLOW_FILE, ""r"");",d2246eb08e836a2e9764b4a6a4e80835b9d5516b2bfdfce5d950f2a0ef7730b1
/home/capstone/Desktop/root/cron-3.0pl1/misc.c,489,10,2,misc,fopen,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"		deny = fopen(DENY_FILE, ""r"");",fabb8e97f50af9486c73fe3d0e16f32cc84943172f54628e60212e52bd9cc803
/home/capstone/Desktop/root/cron-3.0pl1/misc.c,552,11,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"		LogFD = open(LOG_FILE, O_WRONLY|O_APPEND|O_CREAT, 0600);",c24ddd423e2546ac103ef79d7a40eb9434d1b1d131610bb4c9c37721bfc093b9
/home/capstone/Desktop/root/cron-3.0pl1/misc.c,625,9,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	static char retbuf[2][MAX_TEMPSTR + 1];	/* sure wish C had GC */,c01d2a022d9ffb92383baab8f98e536a492b9267d770b78197a969440f9c60fa
/home/capstone/Desktop/root/cron-3.0pl1/misc.c,707,9,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	static char ret[64];	/* zone name might be >3 chars */,ef8f61089e4145bdb4cf7ad37aa80bddf9cfb795cc65cb6b782b226c16da736c
/home/capstone/Desktop/root/cron-3.0pl1/popen.c,59,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	char *argv[MAX_ARGS + 1];,01d49251604f8e46c69d3dc7dc3959e2ae64001fe606676eeaacd756c6fcfbd9
/home/capstone/Desktop/root/cron-3.0pl1/popen.c,61,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,"	char **pop, *vv[2];",bb718f9cf841c5a741e1f3aa93d57b79ce2d6a93d9647b6e1089008c533baa3b
/home/capstone/Desktop/root/cron-3.0pl1/popen.c,63,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	char *gargv[1000];,d28d5915113c6d95cfba9103e58e32ce537c6115bbe7aa8ed2d6abd4e81b574f
/home/capstone/Desktop/root/cron-3.0pl1/popen.c,128,4,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,			char msg[256];,328b4022906af0cf292768241851035f7b1595a1963f69bf08075cc4ad08c78c
/home/capstone/Desktop/root/cron-3.0pl1/popen.c,136,4,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,			char msg[256];,328b4022906af0cf292768241851035f7b1595a1963f69bf08075cc4ad08c78c
/home/capstone/Desktop/root/cron-3.0pl1/popen.c,144,4,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,			char msg[256];,328b4022906af0cf292768241851035f7b1595a1963f69bf08075cc4ad08c78c
/home/capstone/Desktop/root/cron-3.0pl1/popen.c,172,9,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,		free((char *)argv[argc]);,7e5a2462178752c9cb5e10e96edb7b8df480cccaf790c256e69a4c34d4082b60
/home/capstone/Desktop/root/cron-3.0pl1/user.c,209,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	char	envstr[MAX_ENVSTR];,ca8c6736b8c4296a30150cfbc0506442029041cd8c56f876cc47bf9d76c04daa
/home/capstone/Desktop/root/cron-3.0pl1/compat.c,56,21,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,	if ((temp = malloc(strlen(str) + 1)) == NULL) {,10a87d84de1397e513d244c210085417898aa2f2c29230e1281fe24ac7605515
/home/capstone/Desktop/root/cron-3.0pl1/compat.c,229,13,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,	tmp_size = strlen(name) + strlen(value) + 2;,ab75ac3141d5c848d9c8d45e1a9c3c3035ba61e950634b974460be11fc6e3d6a
/home/capstone/Desktop/root/cron-3.0pl1/compat.c,229,28,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,	tmp_size = strlen(name) + strlen(value) + 2;,ab75ac3141d5c848d9c8d45e1a9c3c3035ba61e950634b974460be11fc6e3d6a
/home/capstone/Desktop/root/cron-3.0pl1/cron.c,110,3,1,buffer,strncpy,Easily used incorrectly; doesn't always \0-terminate or check for invalid pointers [MS-banned] (CWE-120),,,CWE-120,"		strncpy(cron_default_mail_charset, cs, MAX_ENVSTR);",71c74c3a8e1293f862c68be21802eff5eb66273900cc1f8fac338da8246be5ec
/home/capstone/Desktop/root/cron-3.0pl1/crontab.c,243,11,1,buffer,strncpy,Easily used incorrectly; doesn't always \0-terminate or check for invalid pointers [MS-banned] (CWE-120),,,CWE-120,"			(void) strncpy (Filename, argv[optind], (sizeof Filename)-1);",f6a5ced9b40db8e07ce3121995f27f8a6b6f2c72fd1ed5b008b32ef66925e8ae
/home/capstone/Desktop/root/cron-3.0pl1/crontab.c,420,32,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,"	if ((tmp=getenv(""TMPDIR"")) && strlen(tmp) < MAX_FNAME) {",7f5374e21b51d43b085a94cd4b59d7d03158604c7c8e233ad2ef51d648563751
/home/capstone/Desktop/root/cron-3.0pl1/crontab.c,426,6,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,	if (strlen(Directory) + strlen(template) < MAX_FNAME) {,808186a69fc2d01b156ba71fc06195240634717d06631347a1d64e04f1ddb694
/home/capstone/Desktop/root/cron-3.0pl1/crontab.c,426,26,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,	if (strlen(Directory) + strlen(template) < MAX_FNAME) {,808186a69fc2d01b156ba71fc06195240634717d06631347a1d64e04f1ddb694
/home/capstone/Desktop/root/cron-3.0pl1/crontab.c,570,7,1,access,umask,"Ensure that umask is given most restrictive possible setting (e.g., 066 or 077) (CWE-732)",,,CWE-732,	um = umask(077);,5707b69d388a17fd2a2ab3b68c3210e711d380647b6e289158fcdc234fa5d73a
/home/capstone/Desktop/root/cron-3.0pl1/crontab.c,574,24,1,access,umask,"Ensure that umask is given most restrictive possible setting (e.g., 066 or 077) (CWE-732)",,,CWE-732,                (void) umask(um);,32e22f163e50f563dbfae5e1b8f8e8896ea80f2986905fe94017a0941c6facd0
/home/capstone/Desktop/root/cron-3.0pl1/crontab.c,578,9,1,access,umask,"Ensure that umask is given most restrictive possible setting (e.g., 066 or 077) (CWE-732)",,,CWE-732,	(void) umask(um);,32e22f163e50f563dbfae5e1b8f8e8896ea80f2986905fe94017a0941c6facd0
/home/capstone/Desktop/root/cron-3.0pl1/crontab.c,645,40,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,"	if ((!((editor = getenv(""VISUAL"")) && strlen(editor)))",0ca636c4e2f4563f6dab21d026678a2ab683aba49f6425701de7e5745292d92d
/home/capstone/Desktop/root/cron-3.0pl1/crontab.c,646,40,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,"	 && (!((editor = getenv(""EDITOR"")) && strlen(editor)))",92fa723b15ae1c7e91ada7496975e34c5201f51637bbc437482d6a306814592c
/home/capstone/Desktop/root/cron-3.0pl1/crontab.c,684,7,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,		if (strlen(editor) + strlen(Filename) + 2 >= MAX_TEMPSTR) {,a05f538aa574523926ff336632400247fdb491d6d3a886e071ca604950eb5b79
/home/capstone/Desktop/root/cron-3.0pl1/crontab.c,684,24,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,		if (strlen(editor) + strlen(Filename) + 2 >= MAX_TEMPSTR) {,a05f538aa574523926ff336632400247fdb491d6d3a886e071ca604950eb5b79
/home/capstone/Desktop/root/cron-3.0pl1/crontab.c,829,7,1,access,umask,"Ensure that umask is given most restrictive possible setting (e.g., 066 or 077) (CWE-732)",,,CWE-732,	um = umask(077);,5707b69d388a17fd2a2ab3b68c3210e711d380647b6e289158fcdc234fa5d73a
/home/capstone/Desktop/root/cron-3.0pl1/crontab.c,840,9,1,access,umask,"Ensure that umask is given most restrictive possible setting (e.g., 066 or 077) (CWE-732)",,,CWE-732,	(void) umask(um);,32e22f163e50f563dbfae5e1b8f8e8896ea80f2986905fe94017a0941c6facd0
/home/capstone/Desktop/root/cron-3.0pl1/do_command.c,262,41,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,"			char *x = mkprints((u_char *)e->cmd, strlen(e->cmd));",e70c16da8d7e86f4d550f8061ea8f65362f042ed47219d4d83ed29cb3b07e16b
/home/capstone/Desktop/root/cron-3.0pl1/do_command.c,374,41,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,"			char *x = mkprints((u_char *)logcmd, strlen(logcmd));",2b9be9dcc1f48123048d20d74ec707de7aa13c6fb4d2033e48c8c92d4c113c64
/home/capstone/Desktop/root/cron-3.0pl1/do_command.c,567,18,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,		size_t ctlen = strlen(content_type);,1b4ddd327bff39835148586ecdd906f674537bbc9d373c3b5e7869495ddfdecf
/home/capstone/Desktop/root/cron-3.0pl1/do_command.c,579,18,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,		size_t ctlen = strlen(content_transfer_encoding);,1d24e4c164a46ea1d434e1334ff9dc52ab65f1f9032950301cd0aea32f38e674
/home/capstone/Desktop/root/cron-3.0pl1/do_command.c,645,35,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,"			x = mkprints((u_char *)logcmd, strlen(logcmd));",88827fb2af11aacb4a9ccde2b875e2925a6ad36f175aad154cd9946c815282f0
/home/capstone/Desktop/root/cron-3.0pl1/do_command.c,647,35,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,"			x = mkprints((u_char *)e->cmd, strlen(e->cmd));",b28a0dfaca5b415aa8cff799d4729fbd1b8618281159837339883d595d7ebb21
/home/capstone/Desktop/root/cron-3.0pl1/env.c,242,13,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,		c = val + strlen(val);,1a7c13a0444c4533e174ba23cfe45ae272b0d7525ae4f223d5a702236c372d08
/home/capstone/Desktop/root/cron-3.0pl1/env.c,266,6,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,	if (strlen(name) + 1 + strlen(val) >= MAX_ENVSTR-1),5bfc3b9da01dc8f35177dba0505c8daed383b6b6f3570c3fdb3fbb3e3408653f
/home/capstone/Desktop/root/cron-3.0pl1/env.c,266,25,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,	if (strlen(name) + 1 + strlen(val) >= MAX_ENVSTR-1),5bfc3b9da01dc8f35177dba0505c8daed383b6b6f3570c3fdb3fbb3e3408653f
/home/capstone/Desktop/root/cron-3.0pl1/env.c,278,21,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,	register int	len = strlen(name);,df0f7d44c671b62373f4174e3e664c4d24c65c7f715ac67d9d74ac16743c496e
/home/capstone/Desktop/root/cron-3.0pl1/misc.c,211,8,1,access,umask,"Ensure that umask is given most restrictive possible setting (e.g., 066 or 077) (CWE-732)",,,CWE-732,		um = umask(000);,10670575d9a140bdd7b835e0a2906227c8ac662e18fc99abaf147178448e94e0
/home/capstone/Desktop/root/cron-3.0pl1/misc.c,219,10,1,access,umask,"Ensure that umask is given most restrictive possible setting (e.g., 066 or 077) (CWE-732)",,,CWE-732,		(void) umask(um);,32e22f163e50f563dbfae5e1b8f8e8896ea80f2986905fe94017a0941c6facd0
/home/capstone/Desktop/root/cron-3.0pl1/misc.c,241,8,1,access,umask,"Ensure that umask is given most restrictive possible setting (e.g., 066 or 077) (CWE-732)",,,CWE-732,		um = umask(000);,10670575d9a140bdd7b835e0a2906227c8ac662e18fc99abaf147178448e94e0
/home/capstone/Desktop/root/cron-3.0pl1/misc.c,249,10,1,access,umask,"Ensure that umask is given most restrictive possible setting (e.g., 066 or 077) (CWE-732)",,,CWE-732,		(void) umask(um);,32e22f163e50f563dbfae5e1b8f8e8896ea80f2986905fe94017a0941c6facd0
/home/capstone/Desktop/root/cron-3.0pl1/misc.c,343,7,1,buffer,getc,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20)",,,"CWE-120, CWE-20",	ch = getc(file);,29502bf666ef1dc33c072db97563dbba69ab300e894eaa29e9c0ae03d847a796
/home/capstone/Desktop/root/cron-3.0pl1/misc.c,446,9,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,			line[strlen(line)-1] = '\0';,ecee5b872c3617fe44e8f957b0a8bc2f16230b64aa78c562cccafb83b28792fb
/home/capstone/Desktop/root/cron-3.0pl1/misc.c,543,13,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,	msg_size = strlen(username) + strlen(event) + strlen(detail) + MAX_TEMPSTR;,ac9a221bb843e38f5c6fca8026dd09ed83ce3be49079f3d1f3a4f047d4d41878
/home/capstone/Desktop/root/cron-3.0pl1/misc.c,543,32,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,	msg_size = strlen(username) + strlen(event) + strlen(detail) + MAX_TEMPSTR;,ac9a221bb843e38f5c6fca8026dd09ed83ce3be49079f3d1f3a4f047d4d41878
/home/capstone/Desktop/root/cron-3.0pl1/misc.c,543,48,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,	msg_size = strlen(username) + strlen(event) + strlen(detail) + MAX_TEMPSTR;,ac9a221bb843e38f5c6fca8026dd09ed83ce3be49079f3d1f3a4f047d4d41878
/home/capstone/Desktop/root/cron-3.0pl1/misc.c,572,38,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,"	if (LogFD < OK || write(LogFD, msg, strlen(msg)) < OK) {",c54f506de13b49e59f320ebad576b0abf80efaccb1d9cf429af7be8e04f31961
/home/capstone/Desktop/root/cron-3.0pl1/misc.c,576,22,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126),,,CWE-126,"		write(STDERR, msg, strlen(msg));",c53cf65946505525722102e36de7733218953cc7ed2a8efd068d08a095dfe562
